tube_code,species_reported,Collection,Vitek,BMD,MALDI_report,MALDI_spot,MALDI_Hit_1,Read_loc,vitek_performed,loc_performed,read_1,read_2,R1_path,R2_path,AnalyteId,spot_dir,ProjectUid,ST
ALF22F121,Escherichia coli,Sep21_Mar23,Yes,No,230419-1034-1011022514,G11,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7,Yes,Alfred,ALF22F121_S147_L001_R1_001.fastq.gz,ALF22F121_S147_L001_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22F121_S147_L001_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22F121_S147_L001_R2_001.fastq.gz,ALF22F121,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/f6093450-3a51-4906-8217-bcef9d238fb8/ff3ce0d2-780b-4724-bac4-1a93db6e7066/0_G11,f6093450-3a51-4906-8217-bcef9d238fb8,73
ALF22F150,Escherichia coli,Sep21_Mar23,Yes,No,230419-1034-1011022514,F3,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7,Yes,Alfred,ALF22F150_S133_L001_R1_001.fastq.gz,ALF22F150_S133_L001_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22F150_S133_L001_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22F150_S133_L001_R2_001.fastq.gz,ALF22F150,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/f6093450-3a51-4906-8217-bcef9d238fb8/aa28f266-cd6a-4b82-a9f6-937b03e3489d/0_F3,f6093450-3a51-4906-8217-bcef9d238fb8,10
ALF22F151,Escherichia coli,Sep21_Mar23,Yes,No,230419-1034-1011022514,G12,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7,Yes,Alfred,ALF22F151_S148_L001_R1_001.fastq.gz,ALF22F151_S148_L001_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22F151_S148_L001_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22F151_S148_L001_R2_001.fastq.gz,ALF22F151,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/f6093450-3a51-4906-8217-bcef9d238fb8/270c6950-28f2-4c39-abb3-81fab7b22512/0_G12,f6093450-3a51-4906-8217-bcef9d238fb8,95
ALF22F169,Escherichia coli,Sep21_Mar23,Yes,No,230419-1034-1011022514,F4,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7,Yes,Alfred,ALF22F169_S218_L001_R1_001.fastq.gz,ALF22F169_S218_L001_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22F169_S218_L001_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22F169_S218_L001_R2_001.fastq.gz,ALF22F169,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/f6093450-3a51-4906-8217-bcef9d238fb8/52e01eaf-053e-40f0-9cdb-5c3c4b2af882/0_F4,f6093450-3a51-4906-8217-bcef9d238fb8,131
ALF22G012,Escherichia coli,Sep21_Mar23,Yes,No,230419-1034-1011022514,F5,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7,Yes,Alfred,ALF22G012_S219_L001_R1_001.fastq.gz,ALF22G012_S219_L001_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22G012_S219_L001_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22G012_S219_L001_R2_001.fastq.gz,ALF22G012,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/f6093450-3a51-4906-8217-bcef9d238fb8/8ef1233a-baeb-4001-bf71-674478a5196d/0_F5,f6093450-3a51-4906-8217-bcef9d238fb8,5cc2693333d892a798808718427797c3b22c606d
ALF22G013,Escherichia coli,Sep21_Mar23,Yes,No,230419-1034-1011022514,H1,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7,Yes,Alfred,ALF22G013_S149_L001_R1_001.fastq.gz,ALF22G013_S149_L001_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22G013_S149_L001_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22G013_S149_L001_R2_001.fastq.gz,ALF22G013,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/f6093450-3a51-4906-8217-bcef9d238fb8/b7e6ce82-6416-4710-8d5b-c1c0f44ab560/0_H1,f6093450-3a51-4906-8217-bcef9d238fb8,95
ALF22G023,Escherichia coli,Sep21_Mar23,Yes,No,230419-1034-1011022514,F6,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7,Yes,Alfred,ALF22G023_S134_L001_R1_001.fastq.gz,ALF22G023_S134_L001_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22G023_S134_L001_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22G023_S134_L001_R2_001.fastq.gz,ALF22G023,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/f6093450-3a51-4906-8217-bcef9d238fb8/0e1d57ba-7d86-4214-8c40-3d16c93d9ebb/0_F6,f6093450-3a51-4906-8217-bcef9d238fb8,1193
ALF22G025,Escherichia coli,Sep21_Mar23,Yes,No,230419-1034-1011022514,F7,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7,Yes,Alfred,ALF22G025_S135_L001_R1_001.fastq.gz,ALF22G025_S135_L001_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22G025_S135_L001_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22G025_S135_L001_R2_001.fastq.gz,ALF22G025,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/f6093450-3a51-4906-8217-bcef9d238fb8/60380b95-b341-4555-b1e0-728bbbaec822/0_F7,f6093450-3a51-4906-8217-bcef9d238fb8,131
ALF22G036,Escherichia coli,Sep21_Mar23,Yes,No,230419-1034-1011022514,F8,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7,Yes,Alfred,ALF22G036_S136_L001_R1_001.fastq.gz,ALF22G036_S136_L001_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22G036_S136_L001_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22G036_S136_L001_R2_001.fastq.gz,ALF22G036,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/f6093450-3a51-4906-8217-bcef9d238fb8/9c871cd5-211b-4447-b892-8b86ce65c360/0_F8,f6093450-3a51-4906-8217-bcef9d238fb8,131
ALF22G062,Escherichia coli,Sep21_Mar23,No,No,230419-1034-1011022514,F9,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7,Yes,Alfred,ALF22G062_S137_L001_R1_001.fastq.gz,ALF22G062_S137_L001_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22G062_S137_L001_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22G062_S137_L001_R2_001.fastq.gz,ALF22G062,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/f6093450-3a51-4906-8217-bcef9d238fb8/41471783-8f89-418f-b0a1-57b8eaebc446/0_F9,f6093450-3a51-4906-8217-bcef9d238fb8,538
ALF22G099,Escherichia coli,Sep21_Mar23,No,No,230419-1034-1011022514,F10,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7,Yes,Alfred,ALF22G099_S138_L001_R1_001.fastq.gz,ALF22G099_S138_L001_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22G099_S138_L001_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22G099_S138_L001_R2_001.fastq.gz,ALF22G099,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/f6093450-3a51-4906-8217-bcef9d238fb8/7e5a56bf-96dd-439e-b1d8-87b50001b384/0_F10,f6093450-3a51-4906-8217-bcef9d238fb8,10320
ALF22G101,Escherichia coli,Sep21_Mar23,No,No,230419-1034-1011022514,F11,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7,Yes,Alfred,ALF22G101_S139_L001_R1_001.fastq.gz,ALF22G101_S139_L001_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22G101_S139_L001_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22G101_S139_L001_R2_001.fastq.gz,ALF22G101,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/f6093450-3a51-4906-8217-bcef9d238fb8/396d6e44-5964-4d03-bc44-bfc5844b6ac3/0_F11,f6093450-3a51-4906-8217-bcef9d238fb8,404
ALF22G103,Escherichia coli,Sep21_Mar23,No,No,230419-1034-1011022514,F12,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7,Yes,Alfred,ALF22G103_S220_L001_R1_001.fastq.gz,ALF22G103_S220_L001_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22G103_S220_L001_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22G103_S220_L001_R2_001.fastq.gz,ALF22G103,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/f6093450-3a51-4906-8217-bcef9d238fb8/57c1feeb-e249-46a1-a7f7-6abd1ea59226/0_F12,f6093450-3a51-4906-8217-bcef9d238fb8,80
ALF22G112,Escherichia coli,Sep21_Mar23,No,No,230419-1108-1011022398,A1,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7,Yes,Alfred,ALF22G112_S169_L001_R1_001.fastq.gz,ALF22G112_S169_L001_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22G112_S169_L001_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22G112_S169_L001_R2_001.fastq.gz,ALF22G112,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/b8a788e7-1bff-48e4-8c5f-b9447d8f2eea/39bbbd6d-93d1-436b-8882-d652090f8eff/0_A1,b8a788e7-1bff-48e4-8c5f-b9447d8f2eea,80
ALF22G113,Escherichia coli,Sep21_Mar23,No,No,230419-1108-1011022398,A2,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7,Yes,Alfred,ALF22G113_S170_L001_R1_001.fastq.gz,ALF22G113_S170_L001_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22G113_S170_L001_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22G113_S170_L001_R2_001.fastq.gz,ALF22G113,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/b8a788e7-1bff-48e4-8c5f-b9447d8f2eea/e2922c19-540d-4299-be92-9b24957c0c14/0_A2,b8a788e7-1bff-48e4-8c5f-b9447d8f2eea,95
ALF22G115,Escherichia coli,Sep21_Mar23,No,No,230419-1108-1011022398,A3,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7,Yes,Alfred,ALF22G115_S171_L001_R1_001.fastq.gz,ALF22G115_S171_L001_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22G115_S171_L001_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22G115_S171_L001_R2_001.fastq.gz,ALF22G115,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/b8a788e7-1bff-48e4-8c5f-b9447d8f2eea/fc453762-c689-44ef-a110-45e645709a46/0_A3,b8a788e7-1bff-48e4-8c5f-b9447d8f2eea,10320
ALF22G117,Escherichia coli,Sep21_Mar23,No,No,230419-1108-1011022398,A4,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7,Yes,Alfred,ALF22G117_S172_L001_R1_001.fastq.gz,ALF22G117_S172_L001_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22G117_S172_L001_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22G117_S172_L001_R2_001.fastq.gz,ALF22G117,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/b8a788e7-1bff-48e4-8c5f-b9447d8f2eea/b88e8f33-166b-49dc-ab9d-67eacc90d39a/0_A4,b8a788e7-1bff-48e4-8c5f-b9447d8f2eea,404
ALF22G120,Escherichia coli,Sep21_Mar23,No,No,230419-1108-1011022398,A5,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7,Yes,Alfred,ALF22G120_S173_L001_R1_001.fastq.gz,ALF22G120_S173_L001_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22G120_S173_L001_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22G120_S173_L001_R2_001.fastq.gz,ALF22G120,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/b8a788e7-1bff-48e4-8c5f-b9447d8f2eea/f6bf47e2-055a-4439-b927-d6c03efb3a24/0_A5,b8a788e7-1bff-48e4-8c5f-b9447d8f2eea,404
ALF22G141,Escherichia coli,Sep21_Mar23,No,No,230419-1108-1011022398,A7,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7,Yes,Alfred,ALF22G141_S175_L001_R1_001.fastq.gz,ALF22G141_S175_L001_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22G141_S175_L001_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22G141_S175_L001_R2_001.fastq.gz,ALF22G141,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/b8a788e7-1bff-48e4-8c5f-b9447d8f2eea/deef5d0e-ba6e-48bb-a0ab-de06ddb55abb/0_A7,b8a788e7-1bff-48e4-8c5f-b9447d8f2eea,95
ALF22G144,Escherichia coli,Sep21_Mar23,No,No,230419-1108-1011022398,A8,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7,Yes,Alfred,ALF22G144_S232_L001_R1_001.fastq.gz,ALF22G144_S232_L001_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22G144_S232_L001_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22G144_S232_L001_R2_001.fastq.gz,ALF22G144,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/b8a788e7-1bff-48e4-8c5f-b9447d8f2eea/0b5376b3-233b-4927-a7c6-9f570a757393/0_A8,b8a788e7-1bff-48e4-8c5f-b9447d8f2eea,73
ALF22G150,Escherichia coli,Sep21_Mar23,No,No,230419-1108-1011022398,A10,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7,Yes,Alfred,ALF22G150_S177_L001_R1_001.fastq.gz,ALF22G150_S177_L001_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22G150_S177_L001_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22G150_S177_L001_R2_001.fastq.gz,ALF22G150,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/b8a788e7-1bff-48e4-8c5f-b9447d8f2eea/4f3491a5-2b25-4430-9787-2d49f896e3e9/0_A10,b8a788e7-1bff-48e4-8c5f-b9447d8f2eea,1172
ALF22G151,Escherichia coli,Sep21_Mar23,No,No,230419-1108-1011022398,A11,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7,Yes,Alfred,ALF22G151_S178_L001_R1_001.fastq.gz,ALF22G151_S178_L001_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22G151_S178_L001_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22G151_S178_L001_R2_001.fastq.gz,ALF22G151,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/b8a788e7-1bff-48e4-8c5f-b9447d8f2eea/40ae2267-3edf-473c-b498-3ba835932268/0_A11,b8a788e7-1bff-48e4-8c5f-b9447d8f2eea,73
ALF22G156,Escherichia coli,Sep21_Mar23,No,No,230419-1108-1011022398,B3,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7,Yes,Alfred,ALF22G156_S182_L001_R1_001.fastq.gz,ALF22G156_S182_L001_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22G156_S182_L001_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22G156_S182_L001_R2_001.fastq.gz,ALF22G156,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/b8a788e7-1bff-48e4-8c5f-b9447d8f2eea/29187a93-5ce3-41d1-8c1b-0464e560d3ad/0_B3,b8a788e7-1bff-48e4-8c5f-b9447d8f2eea,91
ALF22H003,Escherichia coli,Sep21_Mar23,No,No,230419-1108-1011022398,B4,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7,Yes,Alfred,ALF22H003_S233_L001_R1_001.fastq.gz,ALF22H003_S233_L001_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22H003_S233_L001_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22H003_S233_L001_R2_001.fastq.gz,ALF22H003,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/b8a788e7-1bff-48e4-8c5f-b9447d8f2eea/e25ab618-9484-4ce5-9b79-b62758b5be9d/0_B4,b8a788e7-1bff-48e4-8c5f-b9447d8f2eea,501
ALF22H012,Escherichia coli,Sep21_Mar23,No,No,230419-1108-1011022398,B7,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7,Yes,Alfred,ALF22H012_S185_L001_R1_001.fastq.gz,ALF22H012_S185_L001_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22H012_S185_L001_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22H012_S185_L001_R2_001.fastq.gz,ALF22H012,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/b8a788e7-1bff-48e4-8c5f-b9447d8f2eea/5ec5c204-efbf-4302-a888-ca61e7e67e70/0_B7,b8a788e7-1bff-48e4-8c5f-b9447d8f2eea,73
ALF22H015,Escherichia coli,Sep21_Mar23,No,No,230419-1108-1011022398,B8,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7,Yes,Alfred,ALF22H015_S186_L001_R1_001.fastq.gz,ALF22H015_S186_L001_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22H015_S186_L001_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22H015_S186_L001_R2_001.fastq.gz,ALF22H015,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/b8a788e7-1bff-48e4-8c5f-b9447d8f2eea/57042023-d993-4c63-80fa-3f1a4892850c/0_B8,b8a788e7-1bff-48e4-8c5f-b9447d8f2eea,131
ALF22H030,Escherichia coli,Sep21_Mar23,No,No,230419-1108-1011022398,B9,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7,Yes,Alfred,ALF22H030_S187_L001_R1_001.fastq.gz,ALF22H030_S187_L001_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22H030_S187_L001_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22H030_S187_L001_R2_001.fastq.gz,ALF22H030,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/b8a788e7-1bff-48e4-8c5f-b9447d8f2eea/24d1f8bc-3704-427f-a44b-f889fffc2aeb/0_B9,b8a788e7-1bff-48e4-8c5f-b9447d8f2eea,95
ALF22H033,Escherichia coli,Sep21_Mar23,No,No,230419-1108-1011022398,B11,Escherichia coli,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7,Yes,Alfred,ALF22H033_S189_L001_R1_001.fastq.gz,ALF22H033_S189_L001_R2_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22H033_S189_L001_R1_001.fastq.gz,/mnt/vault2_mnhs_did_mgsr/vault/instruments/illumina/Novaseq_ACBD_2307111_SuperbugAi_novaseq7/ALF22H033_S189_L001_R2_001.fastq.gz,ALF22H033,/Volumes/T7/SuperbugAI_isolates/SBAi_MaldiBiotyperRealTimeClassification_Andy_12.04.24/b8a788e7-1bff-48e4-8c5f-b9447d8f2eea/09de3241-7d2d-490d-84a8-61ea4850f41c/0_B11,b8a788e7-1bff-48e4-8c5f-b9447d8f2eea,95
